cve,reported_at_utc,reported_date,year,severity,description,component_hint,post_title,post_url
CVE-2026-9122,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Out of bounds read in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9123,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Heap buffer overflow in Chromecast.,Chromecast,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9117,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Type Confusion in GFX.,GFX,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9124,2026-05-19T20:02:36.900000+00:00,2026-05-19,2026,,Insufficient validation of untrusted input in Input.,Input,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0841193308.html
CVE-2026-9910,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds memory access in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9924,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Heap buffer overflow in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9923,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Skia.,Skia,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9922,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9921,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Uninitialized Use in WebGL.,WebGL,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9920,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Uninitialized Use in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9919,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds read in WebGL.,WebGL,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9916,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds write in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9917,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Uninitialized Use in WebGL.,WebGL,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9925,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9915,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Heap buffer overflow in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9914,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Insufficient validation of untrusted input in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9913,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Inappropriate implementation in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9912,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Inappropriate implementation in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9911,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Integer overflow in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9918,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Inappropriate implementation in Tint.,Tint,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9926,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Heap buffer overflow in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9931,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9928,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds read in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9944,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Uninitialized Use in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9943,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds read in WebGL.,WebGL,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9942,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Uninitialized Use in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9941,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9940,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Heap buffer overflow in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9939,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Heap buffer overflow in WebCodecs.,WebCodecs,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9938,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Inappropriate implementation in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9937,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in UI.,UI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9936,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in GFX.,GFX,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9935,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Uninitialized Use in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9934,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Aura.,Aura,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9933,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Input.,Input,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9932,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9930,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds write in Dawn.,Dawn,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9929,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Inappropriate implementation in WebGL.,WebGL,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9927,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9909,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Integer overflow in Skia.,Skia,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9881,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Bluetooth.,Bluetooth,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9907,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds read in Dawn.,Dawn,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9886,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Base.,Base,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9885,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Insufficient validation of untrusted input in UI.,UI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9884,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Browser.,Browser,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9883,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Base.,Base,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9882,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Integer overflow in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9880,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Insufficient validation of untrusted input in WebGL.,WebGL,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9879,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds write in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9878,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9877,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9876,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in WebGL.,WebGL,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9875,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds read in WebGL.,WebGL,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9874,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Dawn.,Dawn,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9873,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Network.,Network,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9872,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds write in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9945,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Media.,Media,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9887,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Proxy.,Proxy,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9888,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in WebView.,WebView,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9889,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds read and write in Dawn.,Dawn,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9890,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in XR.,XR,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9906,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds write in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9905,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Accessibility.,Accessibility,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9904,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9903,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Insufficient validation of untrusted input in Site Isolation.,Site Isolation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9902,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in Accessibility.,Accessibility,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9901,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9900,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds write in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9908,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds read in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9899,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9897,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Use after free in DOM.,DOM,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9896,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds write in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
CVE-2026-9895,2026-05-27T17:52:30.931000+00:00,2026-05-27,2026,,Out of bounds read in GPU.,GPU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2026/05/stable-channel-update-for-desktop_0877304591.html
